kepid,tce_plnt_num,pca
1576144.0,8.0,-326482286.07960755
1576144.0,5.0,-326617239.83076715
1577039.0,1.0,330514367.72591436
1577039.0,2.0,22988358.104833886
1576144.0,7.0,-324863909.209454
1717528.0,1.0,-441300418.77507055
1576144.0,3.0,-478162573.9037923
1576144.0,4.0,-514625899.82927144
1576144.0,2.0,1202593229.3429935
1576144.0,6.0,-344378228.094777
1577912.0,1.0,-276109662.14926827
1720673.0,5.0,-585709997.1778759
1718189.0,3.0,-361313351.0385124
1722916.0,5.0,-382998849.7672204
1717722.0,3.0,752799422.1017514
1719308.0,2.0,-358061473.0840789
1717722.0,1.0,-536072023.40172374
1722916.0,1.0,-576448158.3133929
1718189.0,2.0,-140583073.55263323
1722916.0,3.0,-455120850.1219777
1722916.0,4.0,-440347198.14149356
1718958.0,1.0,1526369353.7409909
1720673.0,3.0,-500564485.7772746
1722506.0,1.0,-547994759.3795518
1718594.0,1.0,-162222336.25195453
1722506.0,3.0,-415146051.13864076
1722506.0,4.0,-373676228.5480626
1721157.0,1.0,524663382.41439605
1718189.0,1.0,59066893.34989307
1722916.0,2.0,-124706091.86370566
1721614.0,2.0,-388703530.74288386
1720673.0,1.0,-122148823.15220746
1720673.0,4.0,-534083424.6032164
1722276.0,1.0,856920041.0862548
1721614.0,1.0,-123492599.91262262
1719308.0,1.0,-502646318.18293625
1720673.0,2.0,-530225867.9962627
1717722.0,2.0,410249697.15081257
1718594.0,2.0,-92726073.22974716
1724968.0,6.0,-585709390.9663407
1849235.0,2.0,1814773736.9566236
1849235.0,3.0,54474697.701014735
1849235.0,4.0,-585709301.1798165
1849555.0,1.0,40064770.15988851
1724968.0,2.0,-491373682.90413135
1865042.0,1.0,1020839161.4294581
1849702.0,1.0,-102365315.78507276
1722916.0,6.0,-556483638.1507893
1724513.0,1.0,604851086.2983645
1724842.0,1.0,-463624128.75603044
1724968.0,1.0,435214806.92285824
1723078.0,1.0,-317808480.5650603
1724968.0,4.0,-467248357.8867673
1725016.0,1.0,-14491713.23463238
1724719.0,1.0,66515627.35766804
1722916.0,7.0,-428730316.07341075
1725193.0,1.0,1814773738.0467913
1724222.0,1.0,419612682.3714133
1724719.0,2.0,-220344498.73421323
1726231.0,1.0,-461500736.0069689
1849235.0,1.0,-116084462.87768465
1722916.0,8.0,-306948073.0664828
1724222.0,4.0,-275289019.71635705
1724968.0,3.0,-381102939.3151983
1724968.0,5.0,-398866937.9455532
1722916.0,9.0,-440103549.2907675
1724961.0,1.0,862250633.3891166
1868524.0,1.0,-435124985.4186666
1870849.0,2.0,854732245.8308368
1866252.0,1.0,295188970.4419029
1870398.0,1.0,-539447696.5195155
1865567.0,2.0,-59571612.14176041
1870849.0,1.0,734151242.0318785
1865567.0,3.0,-563699809.0102183
1865567.0,1.0,445616538.63096106
1868404.0,1.0,-69455544.54646175
1869607.0,1.0,-512630143.67335445
1865864.0,1.0,-427919442.5298747
1872340.0,1.0,-287430070.3341371
1872340.0,5.0,-357565581.20651
1872192.0,1.0,462307325.50763464
1871056.0,1.0,61830847.03041827
1872340.0,4.0,-160454850.67490008
1872262.0,1.0,-585709787.2892648
1872821.0,1.0,-16153749.457214192
1872340.0,6.0,-259895119.91645673
1872340.0,7.0,-231193418.83907798
1871056.0,2.0,-340989048.45742905
1872948.0,3.0,-489243148.7725326
1873543.0,2.0,-453952121.48841906
1872948.0,1.0,38464707.956144564
1873543.0,3.0,-433431618.434039
1873513.0,1.0,1814773736.469214
1872885.0,1.0,-337147945.5816895
1872948.0,2.0,-413898819.6985229
1872885.0,2.0,-304869674.07037765
1873543.0,1.0,-405708609.69381785
1995732.0,1.0,1814773738.943971
1996679.0,2.0,-347712193.607532
1995519.0,2.0,-433836537.14104545
1995712.0,1.0,-423316261.3861856
2010152.0,1.0,-455265683.8428279
1996180.0,2.0,-79284805.95323765
1873543.0,4.0,-448141746.2181551
1995323.0,1.0,-493184210.765493
1995431.0,3.0,-403036712.57359475
1996679.0,1.0,672181153.3050971
1995519.0,1.0,-134860934.55856097
1996180.0,1.0,583056901.0316335
1995431.0,1.0,-376099934.1417265
1995732.0,2.0,1814773737.393354
1996399.0,1.0,-345874674.17973566
2010414.0,1.0,-583254951.239121
2010414.0,2.0,-440094626.0857179
2010607.0,1.0,112492291.92561893
2011424.0,1.0,1814773305.1852221
2010191.0,1.0,-44298183.461559854
2013754.0,2.0,-363198889.1248948
2013883.0,1.0,635910211.2337172
2011424.0,2.0,1814773232.7460117
2014991.0,3.0,-479874745.2447914
2013754.0,1.0,-525011659.8538292
2014991.0,4.0,-378762067.998739
2012722.0,1.0,181721382.19171655
2014991.0,1.0,988187272.1151525
2013754.0,3.0,-351680332.4610785
2012722.0,2.0,-286639618.3131322
2014991.0,2.0,-494356782.5524171
2014991.0,5.0,-314178517.49747604
2018261.0,1.0,-182787488.79248166
2014991.0,10.0,-385144025.33690286
2017692.0,1.0,-486723529.0443023
2018261.0,3.0,-245279206.66806602
2014991.0,6.0,-421196862.9339076
2018261.0,4.0,-342114220.969037
2017803.0,1.0,-358747269.5709075
2014991.0,7.0,-395336947.681341
2014991.0,9.0,-488633243.8480438
2014991.0,8.0,-451836995.6122997
2017224.0,1.0,-484804776.00763506
2016979.0,1.0,541861789.6090871
2018261.0,2.0,-523190966.9939152
2018261.0,7.0,-465839207.3711735
2018261.0,5.0,-566578700.558944
2018261.0,6.0,-328281699.34273285
2018642.0,1.0,-116657407.65129955
2018906.0,1.0,-285649860.2169266
2018685.0,1.0,-463910182.97784024
2018906.0,4.0,-328268917.87118345
2018906.0,5.0,-201643125.4045404
2018906.0,9.0,-439400872.8717647
2018906.0,6.0,-328079158.8232731
2018906.0,7.0,-113851544.86346513
2019297.0,2.0,-262802956.641355
2018906.0,8.0,-387081767.1792916
2019297.0,1.0,-133201429.95357268
2018906.0,10.0,-258439739.5712423
2019076.0,1.0,1814773739.290927
2140782.0,1.0,-471701989.91909516
2020437.0,1.0,-489340609.25796455
2021440.0,1.0,27227609.90545538
2019477.0,2.0,-452569150.4074549
2140389.0,1.0,1814773737.7761247
2140360.0,1.0,755845675.1590841
2019477.0,1.0,-416700508.295476
2021440.0,2.0,-63043740.7611721
2021100.0,1.0,-281288104.4923901
2140782.0,2.0,-536387800.4738094
2021100.0,2.0,-298941876.7902465
2140782.0,3.0,-313316457.0837842
2141387.0,4.0,-325119453.15919006
2140782.0,5.0,-386774741.00697565
2141783.0,1.0,-91816690.42492591
2141938.0,1.0,-34774826.02708425
2141387.0,3.0,-358639542.0756315
2140782.0,6.0,-400992594.22744
2142183.0,1.0,-389148515.1354393
2140782.0,4.0,-362078579.80373806
2141938.0,2.0,-150415061.50429812
2141387.0,5.0,-585710162.2598231
2141387.0,1.0,-403227017.79935634
2141387.0,2.0,-585709308.9610143
2156514.0,1.0,91630407.55594918
2156998.0,1.0,-485615018.5447624
2157247.0,1.0,383120176.03670794
2142730.0,1.0,-366385450.81659645
2156089.0,1.0,-438033757.58362204
2142183.0,3.0,-317773861.6970608
2142183.0,4.0,-191412132.06347808
2142522.0,1.0,26283196.8793532
2142183.0,2.0,-472904396.37274075
2156906.0,1.0,-502869119.8470307
2157247.0,4.0,-380029053.5565557
2158190.0,2.0,-403505695.00388265
2158208.0,1.0,304916878.2523984
2157247.0,3.0,-554097064.912077
2159486.0,2.0,-484605058.1194611
2157489.0,1.0,-93733516.03185311
2157489.0,2.0,-481283616.6818229
2158190.0,3.0,-409812129.66424876
2158190.0,1.0,97486998.20498557
2157247.0,2.0,180700138.2210741
2159486.0,1.0,-487606493.6397208
2159852.0,1.0,603546406.4214988
2159700.0,1.0,-145684978.89319202
2161623.0,2.0,-585709310.7555757
2161949.0,1.0,-164929521.7711609
2162268.0,1.0,-179387042.03501728
2159852.0,2.0,609485463.3715328
2161536.0,1.0,147658386.00225872
2161949.0,2.0,-267045310.226922
2161623.0,1.0,-585709308.7250524
2162268.0,3.0,-566071367.7295077
2162635.0,1.0,-416356421.48264515
2162994.0,1.0,-585709308.6024854
2162268.0,4.0,-432275870.0167582
2162904.0,1.0,42948918.57221549
2164165.0,1.0,826612464.5320916
2164169.0,1.0,-57900677.63827837
2163457.0,1.0,-459152385.8006716
2167444.0,2.0,-512081561.3853543
2166206.0,1.0,255838704.20323732
2165352.0,1.0,867004254.1157598
2165002.0,1.0,448648154.5107897
2167444.0,1.0,-128016275.67559868
2165352.0,2.0,1108241152.598391
2164791.0,3.0,-314634996.5332869
2165002.0,2.0,-74124810.92641878
2166200.0,1.0,1814773737.4515383
2164791.0,2.0,-514038558.1310701
2166218.0,1.0,-55387256.95667437
2167600.0,3.0,-411595157.7631589
2167600.0,4.0,-310372937.7833675
2167444.0,10.0,-387165343.3074971
2167600.0,1.0,-336308140.84554094
2167600.0,7.0,-289469375.55200696
2167444.0,7.0,-369889277.21904016
2167444.0,9.0,-420947719.9301165
2167600.0,5.0,-452860859.5684285
2167444.0,5.0,-549803156.777639
2167444.0,3.0,-338722311.02288455
2167444.0,6.0,-435882287.61885834
2167600.0,6.0,-208671176.96023044
2167444.0,4.0,-279821013.3413603
2167600.0,2.0,-364332376.26502633
2167600.0,9.0,-475366024.26009005
2167890.0,1.0,1814773736.8108497
2167890.0,2.0,1814773390.9488776
2168420.0,3.0,-203327986.01530534
2168333.0,2.0,-27574105.511754613
2282763.0,1.0,1087399495.700607
2283124.0,1.0,-585709662.0541079
2168333.0,1.0,-10156224.343485467
2167600.0,8.0,-215836425.03428632
2168420.0,1.0,-47699297.6101469
2168420.0,2.0,-426739164.3981755
2167600.0,10.0,-320404386.42827773
2283308.0,1.0,-585709502.5710894
2285420.0,3.0,-50069091.45123277
2285420.0,4.0,-293570247.35660285
2285548.0,1.0,-392037317.7257553
2283124.0,2.0,-509764769.02718455
2285548.0,2.0,-207673900.8390397
2283308.0,2.0,-198508134.7766404
2283703.0,1.0,-390936223.11466193
2285420.0,2.0,-342613377.3903274
2284957.0,1.0,-487968092.3637796
2285420.0,1.0,-519790088.50253826
2285586.0,3.0,-353825922.16943944
2297728.0,1.0,705681444.6973451
2297728.0,2.0,376516176.18326473
2297349.0,1.0,-387513253.09362966
2285586.0,2.0,836847713.6886399
2297728.0,3.0,-251620560.4826746
2285548.0,3.0,-366631717.7096949
2285586.0,1.0,1061895819.8751613
2299738.0,1.0,-7294109.580533682
2297728.0,4.0,-308935235.4781775
2297739.0,1.0,-218296911.07863596
2299738.0,4.0,-386514855.56832504
2299738.0,3.0,-385763123.69213206
2299738.0,2.0,-406538312.8744303
2297728.0,5.0,-336948260.9406339
2300319.0,1.0,-442837949.364517
2300529.0,1.0,317727345.38949156
2299738.0,5.0,-404715592.7379222
2299738.0,6.0,-521359905.77775055
2301068.0,1.0,-234573356.69080734
2300529.0,3.0,-190502186.67328686
2300529.0,2.0,-461611784.9183753
2300603.0,1.0,-382678848.0520829
2301306.0,1.0,-483910533.36258113
2301577.0,1.0,-203795302.52824205
2302010.0,1.0,-365725124.06168044
2302548.0,1.0,1814773293.7175403
2302548.0,2.0,1029353036.5889192
2302997.0,1.0,-256651191.30171874
2303102.0,1.0,-153672414.39270583
2302758.0,1.0,920558106.7422533
2302624.0,1.0,-197891170.6742051
2303102.0,3.0,-585710241.4737186
2303102.0,2.0,-515972820.2757879
2303102.0,4.0,-415342063.0163238
2303102.0,5.0,-502124310.77187884
2303102.0,7.0,-422486463.82213736
2303102.0,8.0,-352245925.8642272
2304235.0,2.0,1814773258.228618
2304168.0,1.0,-509119830.8991426
2303102.0,9.0,-585710219.687519
2304655.0,1.0,-247370497.15040845
2308761.0,2.0,-105409963.20276518
2308761.0,3.0,-145698129.91265914
2308761.0,4.0,-278645201.6505219
2308957.0,1.0,1814773040.0372632
2436378.0,1.0,1562266945.923448
2436378.0,2.0,-302383540.74627566
2436421.0,1.0,-471816944.7536627
2436421.0,2.0,-408581226.31497604
2309286.0,1.0,332021011.7168433
2436450.0,2.0,-585709885.4667011
2436450.0,4.0,-585710007.7247493
2436450.0,1.0,-585709992.6858895
2436450.0,6.0,-585710070.8291459
2436450.0,7.0,-585709978.2342709
2436450.0,8.0,-585709926.1552355
2436635.0,1.0,538268415.0109384
2436635.0,2.0,-463881607.82489556
2436954.0,1.0,-540992230.2735142
2437060.0,1.0,1814773738.0271857
2437112.0,1.0,-338443447.1947964
2437112.0,2.0,-366686245.5800836
2437112.0,3.0,-366900890.224222
2437060.0,2.0,622556126.9948393
2437149.0,1.0,-585709308.734839
2437149.0,2.0,1814773736.9641676
2437209.0,1.0,-354392648.82386845
2305372.0,1.0,-585709998.0975587
2305372.0,2.0,1814773037.8722186
2305543.0,1.0,1814773737.734043
2305866.0,1.0,-399777775.82712597
2437452.0,1.0,1814773739.327743
2437488.0,1.0,-107867757.13192308
2437505.0,1.0,-585709320.8555337
2437505.0,2.0,-495455182.8880717
2305866.0,2.0,-467620628.9076698
2306463.0,1.0,-123186980.24771455
2306463.0,2.0,-473495357.1910566
2306463.0,3.0,-350654376.68982005
2309404.0,1.0,-422806679.008545
2309568.0,1.0,-535136771.46433276
2309579.0,1.0,35293586.130560674
2306740.0,1.0,-585709308.6775545
2306740.0,2.0,-585709308.7057018
2306740.0,3.0,1001489831.9763341
2306740.0,4.0,-585709308.6296782
2309585.0,1.0,864532614.7045062
2309585.0,2.0,267776234.38663596
2309587.0,1.0,1814773739.33311
2309587.0,2.0,-585709308.6433403
2307199.0,1.0,1814773398.9710188
2307199.0,2.0,-530059387.2254985
2307206.0,1.0,-585709428.7426556
2307206.0,2.0,1814773737.8437862
2309595.0,1.0,-409919332.06126875
2309719.0,1.0,1814773737.2816336
2309910.0,1.0,202697544.67001808
2307206.0,3.0,-527466379.62272066
2307206.0,4.0,-557952215.5893027
2307249.0,1.0,-348222529.07562745
2307249.0,2.0,-450491408.63996613
2310284.0,1.0,-361470683.24961394
2310284.0,2.0,-297216416.8423047
2310284.0,3.0,276562616.4728222
2310284.0,4.0,-529749344.54319626
2307249.0,3.0,-328119646.7572629
2307249.0,4.0,-471722084.99119914
2307249.0,5.0,-487156390.1975828
2310284.0,5.0,-418816864.5771665
2310586.0,1.0,-266694121.34886724
2310993.0,1.0,-453696387.0026807
2307249.0,6.0,-478878966.42224276
2307249.0,7.0,-585709985.1391666
2307415.0,1.0,989848722.6402665
2307415.0,2.0,359897741.812144
2422539.0,1.0,-367243070.8498208
2422820.0,1.0,-353259703.6932251
2423938.0,1.0,-332057736.8755249
2425057.0,1.0,-585709863.098255
2307533.0,1.0,-585709546.2875596
2307533.0,2.0,-461072077.37494886
2307533.0,3.0,-370889411.8737174
2307533.0,4.0,134834143.89637652
2425057.0,2.0,-162495395.27970135
2425185.0,1.0,-403019966.3943653
2425375.0,1.0,576648925.1163644
2307624.0,1.0,-467537443.1513887
2308411.0,1.0,299579966.1159577
2308761.0,1.0,-270864789.99110305
2831091.0,3.0,-504454254.40226513
2831101.0,1.0,-512586044.09585446
2831251.0,1.0,-319519899.1381038
2854839.0,1.0,548302743.8323463
2854839.0,2.0,-493217055.1489006
2854839.0,3.0,-334638992.05238
2861394.0,1.0,-501030117.133863
2865774.0,1.0,-215519554.78468907
2865774.0,2.0,-291695466.9029896
2984632.0,2.0,-521875307.7969309
2984990.0,1.0,-175064191.50971252
2985022.0,1.0,322912290.79830843
2985022.0,2.0,206040317.22719356
2996903.0,2.0,-103528813.28896436
2996903.0,3.0,-260215146.69865736
2997178.0,1.0,1812842808.515513
2997455.0,1.0,1814773737.5872412
3098184.0,2.0,1814773739.1698415
3098194.0,1.0,-585709328.7072886
3098194.0,2.0,-585709308.7296395
3098194.0,3.0,-167620725.34529263
3098194.0,4.0,-333393030.6757153
3115435.0,4.0,-278967916.51247585
3115435.0,6.0,-563142305.9357083
3115480.0,1.0,1814773739.4032269
3120650.0,1.0,407567116.3802661
3120650.0,2.0,-519651325.129577
3120650.0,3.0,-496005469.8092323
2442866.0,2.0,-382018891.1940929
2442866.0,3.0,-400551389.3670191
2443393.0,1.0,-336093549.04242396
2443753.0,1.0,-148562645.97557646
2449431.0,1.0,-119377849.41294618
2449639.0,1.0,-418662740.51760125
2450716.0,1.0,-486034817.91637886
2450944.0,1.0,1546159878.276707
2568519.0,1.0,-177675618.83295316
2568519.0,2.0,-195003342.36427313
2568971.0,1.0,118965536.0234332
2578869.0,1.0,-377768001.23662174
2578891.0,1.0,-518307967.6143292
2579043.0,1.0,312820869.6602577
2579147.0,1.0,1710028395.0153053
2583153.0,3.0,-585709301.047086
2583234.0,1.0,-89972241.67558426
2583234.0,2.0,-513726186.36673945
2583748.0,1.0,237709102.3949177
2696217.0,2.0,-92082217.28151527
2696217.0,3.0,-356696065.0802327
2696703.0,1.0,1814773738.7745163
2696703.0,2.0,-158104253.8200577
2712016.0,1.0,-445102793.69289315
2712821.0,1.0,-125743545.81749073
2712825.0,1.0,166354156.8277761
2713049.0,1.0,1641770749.5967164
2716801.0,2.0,-412905856.1152062
2716853.0,1.0,38761894.49546303
2716853.0,2.0,-327589534.8400887
2832589.0,1.0,649308401.3860773
2832589.0,2.0,1052421098.3629851
2832720.0,1.0,-505092821.36164117
2832753.0,1.0,-397124334.7804369
2854839.0,4.0,-376164734.90351325
2854914.0,1.0,385308855.9288124
2854914.0,2.0,-41004544.16012046
2854948.0,1.0,-379021379.70029896
2968811.0,1.0,-515308597.1557563
2968811.0,2.0,-319763734.78309226
2968811.0,3.0,-469940627.11031324
2968811.0,4.0,-456506329.50894713
2985022.0,3.0,-585709301.1650935
2985054.0,1.0,357461570.1908891
2985587.0,1.0,1355562804.1824868
2997455.0,2.0,1814773291.1400316
2997459.0,1.0,-242685716.66389516
2997821.0,1.0,-474025224.7676775
3098197.0,1.0,1814773739.286958
3098197.0,2.0,1814773739.2590132
3098605.0,1.0,570369123.5043364
3115833.0,1.0,1814773659.0573714
3116004.0,1.0,-497805150.05985326
3116298.0,1.0,-585709939.8181063
3120650.0,4.0,-370395699.7242539
3120650.0,5.0,-574598600.4000711
3120650.0,6.0,-341193119.156078
3120650.0,7.0,-353505259.7116897
2443753.0,2.0,-351093646.30041987
2443753.0,3.0,-486217534.7212072
2443753.0,4.0,-428584608.20780003
2450944.0,2.0,642863928.9166888
2450944.0,3.0,-585709610.8945788
2568971.0,2.0,80447680.77723226
2568971.0,3.0,470959499.1803772
2568971.0,5.0,-438794593.6648983
2579147.0,2.0,-504456879.3900954
2579147.0,3.0,-501277383.719026
2579147.0,4.0,-227924413.94222328
2583748.0,2.0,247555603.92325976
2583748.0,3.0,-585709420.2115004
2583748.0,5.0,-388356357.2790529
2696703.0,3.0,-422163058.4910043
2696938.0,1.0,-469759292.221093
2713086.0,1.0,-207937209.12188458
2713086.0,2.0,-446585714.5639037
2713086.0,3.0,-72218952.92448972
2716857.0,1.0,-141248805.10669136
2716857.0,3.0,-554130759.3659664
2832753.0,2.0,64853417.66060831
2832753.0,3.0,-440282958.1504017
2833327.0,1.0,-473654754.25209385
2854948.0,2.0,-585709310.443891
2854953.0,1.0,-529858605.09365386
2854953.0,2.0,-456041547.7703513
2968811.0,5.0,-585709854.606309
2969628.0,1.0,172256738.34962285
2969628.0,2.0,-507718173.36841387
2985767.0,1.0,920702457.0500046
2986833.0,1.0,600594149.5301629
2987027.0,1.0,1814773737.3356357
2998070.0,1.0,-8870658.886989951
2998070.0,2.0,-217341721.02952096
2998070.0,3.0,-524856748.237317
2998070.0,4.0,-389937316.48808026
3098810.0,1.0,662276514.9025826
3099613.0,1.0,-461799024.17475003
3100479.0,1.0,-213935413.64571026
3100479.0,2.0,-293498368.7226074
3116298.0,2.0,-424940761.8759554
3116412.0,1.0,157327013.13847047
3116544.0,1.0,-397626512.09341085
3116546.0,1.0,-178545843.37959287
3120796.0,1.0,-323476581.50053287
3120904.0,1.0,-224035093.62073544
3121340.0,1.0,1814773210.6634076
3122188.0,1.0,117355394.73801684
2443753.0,5.0,-361392946.8330457
2443753.0,6.0,-394910988.5133099
2443753.0,7.0,-343730722.5401409
2443753.0,8.0,-389168546.3861284
2452185.0,1.0,-323866192.5025953
2452185.0,2.0,-348131378.0621769
2452185.0,3.0,-348306331.20967376
2452185.0,4.0,-390855401.93163073
2569488.0,1.0,1814773483.843275
2569494.0,1.0,1814773737.5838559
2569494.0,2.0,-531504546.4239813
2569494.0,3.0,-585710040.5195903
2579590.0,1.0,-458476742.0065085
2579814.0,1.0,-494163829.079991
2579906.0,1.0,-208478871.1531632
2579906.0,2.0,-488154506.31503826
2583748.0,6.0,-404736204.90769994
2583748.0,7.0,-585709978.9291041
2583777.0,1.0,1814773739.3646965
2583777.0,2.0,-585709298.6014094
2696938.0,2.0,-544471931.8792006
2696938.0,3.0,-558578294.9838862
2696938.0,4.0,-456194911.2066651
2696938.0,5.0,-379552139.0971913
2713086.0,4.0,-365749020.20301586
2713086.0,5.0,-445513075.67344445
2713086.0,6.0,-291799059.475696
2714707.0,1.0,-322358644.7732659
2716857.0,5.0,-285493527.006369
2716857.0,6.0,-287911406.5687564
2717094.0,1.0,351853792.5943053
2833554.0,1.0,-184837961.1743316
2833709.0,1.0,-289095712.7388591
2833709.0,2.0,-499328903.5890266
2833709.0,3.0,-585710192.0870898
2854953.0,3.0,-322074957.29180807
2854953.0,4.0,-261583612.27193102
2854953.0,5.0,-385544581.72811526
2854953.0,6.0,-480434226.6550374
2969638.0,1.0,197694220.01898673
2969638.0,2.0,-585710017.9872906
2969638.0,3.0,-449258687.56037813
2969991.0,1.0,-370627959.11731404
2987160.0,2.0,-355096336.16840124
2987160.0,3.0,-289924516.5432966
2987160.0,4.0,-153990973.9977574
2998070.0,5.0,-571900316.6156594
2998070.0,6.0,-409862481.24794686
2998070.0,7.0,-305652946.3462011
3101178.0,1.0,-284664146.03735876
3101923.0,1.0,-421375347.91897124
3102000.0,1.0,1814773737.4016318
3116601.0,1.0,-381592559.21370345
3116768.0,1.0,-441158645.92516243
3116989.0,1.0,-198383031.0778633
2437783.0,1.0,1353001818.4103732
2437783.0,2.0,-274527435.7193208
2437804.0,1.0,-59554669.04466925
2443827.0,1.0,-480392052.36513686
2443969.0,1.0,-429464276.9242055
2444412.0,1.0,1814773497.877681
2452440.0,1.0,1814773737.3597493
