kepid,tce_plnt_num,pca
5356593.0,2.0,145642731.7487607
5357275.0,1.0,-85894310.43299703
5357275.0,2.0,-429648836.193654
5370646.0,2.0,793152126.2164423
5371090.0,1.0,-328012863.3737069
5371102.0,1.0,-523009489.71476597
5383248.0,1.0,1814773737.4319708
5383476.0,1.0,-270623946.60108477
5383476.0,2.0,-402198460.8859814
5385647.0,1.0,-520882116.540154
5385667.0,1.0,-452191123.8852896
5385667.0,2.0,-494573790.70983917
5385697.0,1.0,-442972538.3323845
5390342.0,1.0,722420266.7596391
5390342.0,2.0,-585709649.0986452
5390657.0,1.0,-393247067.48287755
5395139.0,1.0,-583203852.7881458
5395139.0,2.0,-159599938.9102888
5395139.0,3.0,-378760044.73997754
5428626.0,2.0,-65659369.19158113
5428626.0,3.0,-186780088.94114116
5428626.0,4.0,-435470853.1714354
5428626.0,5.0,-112075131.62768537
5440852.0,2.0,-393033422.6169481
5440852.0,3.0,-447470559.56899273
5440852.0,4.0,-499290613.67470634
5440852.0,5.0,-418535364.5607068
5450503.0,4.0,-496968795.98867583
5450503.0,5.0,-449167916.04557025
5450814.0,1.0,1814773737.5974422
5459805.0,3.0,1459634393.9288006
5460274.0,1.0,147361007.9969978
5460274.0,2.0,-354715537.35196036
5460434.0,1.0,-284473633.5366106
5268904.0,4.0,-381342786.9001886
5268904.0,5.0,-206334558.67731413
5268904.0,6.0,-341554506.06225765
5268904.0,7.0,-585710371.1683067
5284217.0,2.0,-509323525.3504052
5284217.0,3.0,-530997919.4496152
5284262.0,1.0,-420571207.4124627
5295234.0,1.0,76411807.27042377
5295670.0,1.0,-283640815.59737337
5295670.0,2.0,-585710029.073147
5295670.0,3.0,-583252111.2258832
5302643.0,1.0,-81854835.88501427
5302643.0,2.0,47947186.61018329
5302881.0,1.0,-583051737.9414065
5302881.0,2.0,-575727491.9270278
5306383.0,3.0,-543334768.9329138
5306631.0,1.0,-406096768.5402391
5306720.0,1.0,453910197.9586811
5342558.0,2.0,-501057523.12777656
5342558.0,3.0,-399793094.7312043
5357275.0,3.0,-434232423.9652232
5357279.0,1.0,-355701113.0714703
5357470.0,1.0,789271692.2549424
5371102.0,2.0,-466044858.938775
5371234.0,1.0,-470355458.188007
5371776.0,1.0,1814773659.4458659
5371776.0,2.0,1814773383.3221688
5383476.0,3.0,-375076028.5588421
5383615.0,1.0,26941245.319515835
5384079.0,1.0,1028897658.8196027
5385697.0,2.0,-468271290.4671506
5385750.0,1.0,-547791878.0597227
5385750.0,2.0,-540923547.2151245
5390657.0,2.0,-344384262.2225426
5390672.0,1.0,-336966683.17210317
5390672.0,2.0,-540056607.6162236
5395139.0,4.0,107252511.91639784
5395139.0,5.0,-519950082.0825326
5395139.0,6.0,-270063655.46253103
5395490.0,1.0,-328717287.03864294
5428626.0,6.0,-248744774.7710539
5428657.0,1.0,1814773139.3976789
5428668.0,1.0,1814773151.4763496
5429092.0,1.0,-450421453.8391364
5440852.0,6.0,-455158458.6114758
5441030.0,1.0,-512151184.52031255
5441030.0,2.0,-497309379.74346536
5450814.0,2.0,1814773357.1312485
5450881.0,1.0,-480457444.9787787
5450881.0,2.0,-265639289.0378949
5450881.0,3.0,-564444540.7631005
5254896.0,5.0,986753777.0152141
5255552.0,1.0,1814773739.0060997
5255552.0,2.0,1814773739.116085
5255939.0,1.0,-585709717.5604016
5256372.0,1.0,807087748.1131852
5268955.0,1.0,-462806710.64947265
5269407.0,1.0,1814773738.9431891
5269411.0,1.0,-508038001.565484
5269467.0,1.0,25837090.37320253
5284283.0,1.0,-163593705.3542728
5284283.0,2.0,-469383622.5294208
5284283.0,3.0,-495436189.1927991
5284647.0,1.0,-452553216.5078207
5295670.0,4.0,-585709870.2380698
5295670.0,5.0,-493370600.5699534
5295670.0,6.0,-498495856.94848776
5296455.0,1.0,-9665231.961769367
5302881.0,3.0,-523889600.99233615
5302881.0,4.0,-404144767.7977125
5302881.0,5.0,-477152487.75762886
5302881.0,6.0,-498307296.3410912
5306787.0,1.0,506931825.634609
5306862.0,1.0,1814773738.1784847
5306862.0,2.0,1814773327.3950279
5306862.0,3.0,-585709586.3212204
5342558.0,5.0,-475811360.79610515
5342558.0,6.0,-438479200.5409606
5342558.0,7.0,-496706007.1907011
5342558.0,8.0,-488499596.18793887
5357470.0,2.0,1814773155.4646192
5357545.0,1.0,1814773188.875747
5357901.0,1.0,1814773737.6188257
5358212.0,1.0,-118032641.09690577
5371776.0,3.0,1814773244.1911652
5371776.0,4.0,1814773155.2790794
5371777.0,1.0,205350288.90159857
5384079.0,2.0,-126497694.00148536
5384183.0,1.0,-517158782.85827047
5384183.0,2.0,-585709999.7314706
5384194.0,1.0,-38892783.84865488
5385754.0,1.0,275738444.0456505
5385754.0,2.0,302632084.0880639
5385773.0,1.0,-384863937.9711094
5385773.0,2.0,-505603138.4072794
5390694.0,1.0,-63793489.35416511
5390694.0,2.0,-514321491.3188979
5390733.0,1.0,-508026179.59157825
5390913.0,1.0,1814773162.5577574
5395490.0,2.0,-292677995.1346619
5395490.0,3.0,-51784138.59951055
5395490.0,4.0,-155739760.55705693
5395645.0,1.0,-585710295.4654286
5429223.0,1.0,-343310371.0156003
5429911.0,1.0,-156186059.42464018
5430471.0,1.0,50160022.16700696
5441980.0,1.0,1814773736.937818
5442481.0,1.0,82697310.76488663
5443320.0,1.0,215385139.5949824
5450893.0,1.0,110855018.71584612
5451336.0,1.0,-308072798.6821385
5451336.0,2.0,-371852221.81868654
5256372.0,2.0,217672254.15142873
5256372.0,3.0,-422935918.1795064
5256372.0,4.0,-535040066.0715864
5269603.0,1.0,-11774923.12872882
5270419.0,1.0,-536299147.82190025
5270698.0,1.0,1814773738.4515119
5284647.0,2.0,-456610242.3249738
5284647.0,3.0,-460066148.4963524
5285359.0,1.0,145220534.90132764
5285359.0,2.0,-513575032.20657974
5296647.0,1.0,-259910595.76178056
5296692.0,1.0,763781324.543142
5296692.0,2.0,-301440395.548419
5296692.0,3.0,-585709808.1742966
5302889.0,1.0,1144835441.6711373
5303322.0,1.0,-543897990.324122
5303346.0,1.0,1814773737.3628752
5306984.0,1.0,-452696957.44742364
5307271.0,1.0,-581611776.1898824
5307568.0,1.0,335142782.49156284
5342558.0,9.0,-507488767.51932764
5342558.0,10.0,-481313061.9919995
5343020.0,1.0,-351469179.2568295
5358241.0,1.0,456792724.3210472
5358241.0,2.0,115134674.4950269
5358241.0,3.0,44298433.07754823
5358323.0,1.0,-585710000.1563895
5372048.0,1.0,-455673758.17567533
5372048.0,2.0,-192576085.3441614
5372048.0,3.0,25908322.91180552
5372048.0,4.0,-186072411.48793474
5384653.0,1.0,1617623608.0474036
5384653.0,2.0,-585709310.8012215
5384713.0,1.0,1814773357.0840044
5385778.0,1.0,-183959933.50307518
5385778.0,2.0,-320699428.13070446
5385778.0,3.0,-348833730.891159
5390913.0,2.0,-196460423.34511206
5390913.0,3.0,-411197261.42279726
5391059.0,1.0,2962074.687905909
5395645.0,2.0,-176179639.3321518
5395645.0,3.0,-203805943.5498453
5395645.0,4.0,-169128315.07775962
5395645.0,5.0,-236528311.27541003
5430471.0,2.0,-585709728.4586718
5430471.0,3.0,-25270239.61820104
5430471.0,4.0,-444024238.6398106
5430471.0,5.0,-406351544.47157377
5443410.0,1.0,-414853120.7102816
5443410.0,2.0,19984730.875470594
5443518.0,1.0,-466429386.18300223
5455407.0,1.0,-262866286.72622627
5455407.0,2.0,-221345376.57123688
5455407.0,3.0,-372711569.8497123
5455407.0,4.0,-349742826.52576715
5257082.0,1.0,-24547977.355605513
5262561.0,1.0,-237552734.26934394
5262561.0,2.0,-334985776.6214741
5262561.0,3.0,-509638702.5610549
5270698.0,2.0,1814773460.3873434
5270698.0,3.0,-381280536.101377
5270698.0,4.0,-427071535.3436717
5270698.0,5.0,-502174532.09517324
5285607.0,1.0,1814773739.2575052
5286045.0,1.0,-88193603.79100189
5286045.0,2.0,-217259660.66020045
5296831.0,1.0,94931.89553778095
5296838.0,1.0,-352941427.1132223
5297298.0,1.0,1814773737.3669808
5303346.0,2.0,523514619.2393437
5303551.0,1.0,484434307.3378768
5303557.0,1.0,1222946280.0199654
5304184.0,1.0,-327538971.91975164
5307858.0,1.0,-3362261.1671156143
5307990.0,1.0,980393782.2474842
5308052.0,1.0,215443718.26703835
5308052.0,2.0,1055023312.4618236
5343976.0,1.0,1814773739.1237864
5343976.0,2.0,1814773738.9551606
5343997.0,1.0,492307153.33253026
5344895.0,1.0,-402155373.12597233
5358323.0,2.0,-475521280.7552212
5358624.0,1.0,1814773737.8756363
5359242.0,1.0,20603077.765383147
5372048.0,5.0,-433197878.23264575
5372048.0,6.0,-20671677.76347393
5372081.0,1.0,-527838739.4346895
5372081.0,2.0,-576861405.3561176
5384713.0,2.0,818599616.6344346
5384713.0,3.0,-41772066.46744298
5384713.0,4.0,-442562503.382908
5384713.0,5.0,-130690120.21970488
5385792.0,1.0,-193849745.3356198
5385792.0,2.0,-371630579.80808985
5385792.0,3.0,-449550629.12541175
5385792.0,4.0,-525400206.6372366
5391338.0,1.0,-343086811.27487695
5391407.0,1.0,1814773736.4156935
5391416.0,1.0,-320714272.71872175
5391416.0,2.0,-303000269.5829311
5396110.0,1.0,-441746336.27198076
5396122.0,1.0,1180994207.0925376
5396122.0,2.0,-228100050.83030903
5396265.0,1.0,-304773240.2453116
5430471.0,6.0,-34672967.872562684
5430471.0,7.0,-469425345.8521967
5430471.0,8.0,-585710010.9429715
5431027.0,1.0,-326156446.0907104
5443604.0,1.0,-35022286.84147736
5443604.0,2.0,-522331784.591609
5443604.0,3.0,-154966465.44330448
5443775.0,1.0,1814773412.9185696
5455407.0,5.0,-401545139.94903183
5455407.0,6.0,-397366594.8335904
5455434.0,1.0,-371904758.74953824
5262561.0,4.0,-448990405.82105863
5262561.0,5.0,-585710106.8691444
5262561.0,6.0,-275979141.0524719
5271224.0,1.0,-235782670.06778586
5271224.0,3.0,-494355373.86513513
5286045.0,3.0,-483688092.8948657
5286045.0,4.0,-475356983.18955785
5286045.0,5.0,-429066706.3334694
5286045.0,6.0,-464159758.8023302
5297343.0,1.0,-299186573.94953126
5297343.0,2.0,-479636646.34456414
5297343.0,3.0,-372655381.3985769
5297343.0,4.0,-389205303.52020043
5304184.0,2.0,-380966122.5289388
5304184.0,3.0,-318070562.7070472
5304184.0,4.0,-406936145.46987617
5308296.0,1.0,-462814839.6445809
5308387.0,1.0,1814773190.560902
5308387.0,2.0,-385460879.25180537
5344895.0,2.0,-406530857.27750856
5344895.0,3.0,-237487456.3757324
5344895.0,4.0,-532088220.5263844
5359568.0,1.0,-326493207.5021629
5359678.0,1.0,1814773739.3978996
5360082.0,1.0,1814773739.1240177
5360082.0,2.0,1699907551.1030097
5372081.0,3.0,-390800339.5551269
5372081.0,4.0,-320430538.54845273
5372081.0,5.0,-437939368.7869224
5384802.0,1.0,1814773739.1158175
5384802.0,2.0,-132504244.92956379
5384802.0,3.0,-469603201.0142692
5385838.0,1.0,-212134918.96758327
5385838.0,2.0,-447352493.02713615
5385838.0,3.0,-320108803.87124217
5391416.0,3.0,-96180474.02085172
5391416.0,4.0,-374764650.7296005
5391767.0,1.0,-413183881.13358
5396265.0,2.0,-463389756.04755944
5396936.0,1.0,-504189411.14315325
5396950.0,1.0,-216243940.76444018
5431448.0,1.0,-426120305.4562702
5435620.0,1.0,-55434490.95688466
5435620.0,2.0,-488263943.50246584
5443837.0,1.0,1814773737.4382162
5444334.0,1.0,94059396.11448283
5444384.0,1.0,1814773040.0014567
5444392.0,1.0,1814773040.0316865
5456023.0,1.0,-585709348.7453327
5456023.0,2.0,1814773737.3513432
5456023.0,3.0,-585710044.9867728
5262561.0,7.0,-357494311.9754181
5262664.0,1.0,-488659794.20667285
5262664.0,2.0,-585710058.6758372
5262664.0,3.0,-585710034.9133328
5262664.0,4.0,-585710065.1602112
5271224.0,4.0,-545613293.7433635
5271270.0,1.0,-502912714.8617564
5271608.0,1.0,485777886.5705367
5272233.0,1.0,668418637.9546942
5286221.0,1.0,-403468129.59141904
5286780.0,1.0,-103182745.54453301
5286786.0,1.0,1814773391.3837578
5297343.0,5.0,-438276646.47677636
5297343.0,6.0,-381195722.8377039
5297681.0,1.0,-327088320.13746566
5304184.0,5.0,-365738614.54518247
5304456.0,1.0,-489983923.51591206
5304548.0,1.0,-529325971.2223481
5304634.0,1.0,-67932636.51945415
5308419.0,1.0,1814773141.2296102
5308419.0,2.0,1411698564.7153044
5308537.0,1.0,-179846965.00802612
5308609.0,1.0,-410380285.6397684
5344895.0,5.0,-203240215.41621482
5344895.0,6.0,-345617400.0330372
5344895.0,7.0,-272136940.9247994
5360082.0,3.0,-442135978.5565894
5360082.0,4.0,-444943623.4091413
5360082.0,5.0,-430471977.9868572
5372081.0,6.0,-50706654.76384814
5372081.0,7.0,-491471469.31730646
5372081.0,8.0,-560336329.3148426
5372310.0,1.0,-452880224.54575974
5385139.0,1.0,-500138500.6830007
5385139.0,2.0,-513263168.9213412
5385141.0,1.0,-93392607.27280577
5385141.0,2.0,-122547048.42550193
5386163.0,1.0,-475454623.625748
5386163.0,2.0,-451523733.76285005
5386264.0,1.0,-445327569.06882924
5391767.0,2.0,-407727636.3448977
5391767.0,3.0,-550870342.0984603
5391767.0,4.0,-553851470.04311
5391767.0,5.0,-429327129.9409914
5396950.0,2.0,-585710006.5202776
5396950.0,3.0,-582406900.4315164
5396950.0,4.0,-380848305.09693015
5397160.0,1.0,-525454051.5209244
5435816.0,1.0,1814773737.1786673
5435923.0,1.0,-484517416.32906485
5436013.0,1.0,-210647174.10123336
5436338.0,1.0,1030879802.4844044
5444491.0,1.0,-246516770.93955413
5444491.0,2.0,-354429242.50708705
5444548.0,1.0,1448450095.259669
5456023.0,5.0,-585710160.0136352
5456023.0,6.0,-577220394.2049977
5456023.0,7.0,-585710039.6881611
5456023.0,8.0,-585710040.2863202
5456023.0,9.0,-585710171.4879341
5262664.0,5.0,-491366109.40154463
5262664.0,6.0,336136148.9314075
5262664.0,7.0,-514121141.2070041
5262664.0,8.0,-585709613.7781007
5272233.0,2.0,4087918.924019191
5272571.0,1.0,140258238.8118914
5286786.0,2.0,1814773375.7115548
5287619.0,1.0,688257996.4498302
5287619.0,2.0,134560358.98411876
5298310.0,1.0,-255419541.6195232
5298349.0,1.0,-255860418.07060808
5298466.0,1.0,88237930.80591522
5298466.0,2.0,-115324863.85561241
5304634.0,2.0,-412902660.3635343
5304634.0,3.0,-382988226.39596415
5304634.0,4.0,-516313714.80849904
5308663.0,1.0,1175854078.705414
5308663.0,2.0,-397267450.23634
5308666.0,1.0,1814773160.8684497
5308666.0,2.0,576232637.8420844
5344895.0,8.0,-574617359.2711148
5347537.0,1.0,1814773736.8556223
5347784.0,1.0,1814773739.3693545
5360082.0,6.0,-536468072.13120997
5360129.0,1.0,-445320657.15929806
5360129.0,2.0,-496250886.086096
5360129.0,3.0,-489224405.18788385
5372310.0,2.0,-467624050.7944008
5372348.0,1.0,-583213231.5532349
5372348.0,2.0,371629623.2962942
5385141.0,3.0,-537117028.5499536
5385141.0,4.0,-404436572.0122271
5385141.0,5.0,-317977253.5164458
5386264.0,2.0,-453246816.21159285
5386403.0,1.0,-528712473.7017286
5386699.0,1.0,-486774751.1695303
5386872.0,1.0,-585709704.7440505
5391767.0,6.0,-438794511.2784864
5391767.0,7.0,-429338740.0436656
5391767.0,8.0,-418213623.1221059
5397166.0,1.0,1814773480.955456
5397422.0,1.0,-351386405.2308051
5397516.0,1.0,-542435814.2243786
5436502.0,1.0,1814773737.2020893
5436502.0,2.0,194197765.4726202
5436502.0,3.0,145471477.0400405
5444549.0,1.0,1814773737.138963
5444549.0,2.0,-379063860.1192089
5445334.0,1.0,-206077697.79444784
5456319.0,1.0,44540664.514246576
5456359.0,1.0,-363186832.55446374
5456359.0,2.0,-388188526.2735423
5456365.0,1.0,394468943.47244185
5262746.0,1.0,-459752584.9514975
5262939.0,1.0,-492306692.4396035
5263167.0,1.0,-135145977.0513827
5263687.0,1.0,-435488580.47932804
5272571.0,3.0,-459949724.05103004
5272590.0,1.0,-563872757.7165993
5272590.0,2.0,-308172527.51710916
5287939.0,1.0,-269965411.25149995
5287983.0,1.0,1814773305.7719696
5287983.0,2.0,818367517.4917233
5288019.0,1.0,-485415430.38943624
5298620.0,1.0,-496633358.96920455
5298620.0,2.0,-495167893.96289
5299459.0,1.0,1814773361.2542171
5304634.0,5.0,-464394821.5354327
5304634.0,6.0,-431707705.41832614
5304634.0,7.0,-493944225.1909698
5304634.0,8.0,-438595747.52394676
5308777.0,1.0,921218660.459902
5308777.0,3.0,-371873763.96620464
5350244.0,1.0,-156209823.47309688
5350447.0,1.0,-192159799.29571816
5350447.0,2.0,-359675502.1806878
5350598.0,1.0,660567648.6246145
5360129.0,4.0,-431423881.02360445
5360129.0,5.0,-438385761.3546912
5360129.0,6.0,-585710342.4555373
5372348.0,3.0,-386745433.89547855
5372348.0,4.0,-312839813.52688587
5372348.0,5.0,-325730894.61133325
5385141.0,7.0,-358960073.72030663
5385141.0,8.0,-503912865.5559406
5385150.0,1.0,-497383829.5664703
5386872.0,2.0,-516435561.78158885
5386904.0,1.0,102696153.54017007
5387183.0,1.0,-585709785.5560247
5387183.0,2.0,543539590.7818713
5391767.0,10.0,-230477279.35784245
5391911.0,1.0,1814773186.801054
5392413.0,1.0,-257773107.7481554
5397900.0,1.0,-299606254.11027986
5397905.0,1.0,396444357.24864817
5398002.0,1.0,-441244846.8699575
5426665.0,1.0,-520681454.9248253
5436502.0,4.0,-279203733.66546935
5436502.0,5.0,205921405.66249248
5437206.0,1.0,54711049.10861266
5437206.0,2.0,-117037629.90416163
5445334.0,2.0,-300784032.23635304
5445681.0,1.0,-309876786.8730678
5445867.0,1.0,-159001857.87411588
5446009.0,1.0,-389533855.97326034
5456365.0,2.0,-558837111.3212968
5456651.0,1.0,1082927587.8580163
5456651.0,2.0,17909645.023035455
5263749.0,1.0,-225348383.74443617
5263749.0,3.0,-334855003.351602
5272673.0,1.0,-435360532.41423196
5272673.0,2.0,204894773.8199759
5272878.0,1.0,1814773299.988401
5273195.0,1.0,-111966529.79310642
5288543.0,1.0,1814773739.4171531
5288570.0,1.0,124426223.17044075
5288577.0,1.0,428761582.27903336
5288744.0,1.0,-235335095.96265915
5299459.0,2.0,961878650.3703319
5299459.0,3.0,-382357385.2407205
5299861.0,1.0,-231961437.8147986
5299904.0,1.0,653343783.6394534
5304819.0,1.0,-133827833.78113024
5304819.0,2.0,629688422.5401884
5304819.0,3.0,-585709321.2937813
5308777.0,4.0,-371538432.8831307
5308778.0,1.0,-217719852.22895363
5308778.0,2.0,-335581801.29351634
5308780.0,1.0,-444059665.8938255
5350598.0,2.0,754758312.4245908
5350598.0,3.0,748573780.0355163
5350822.0,1.0,-383023387.94619757
5360548.0,1.0,-360504150.68424
5360750.0,1.0,-310129365.0425557
5360920.0,1.0,731255569.9570744
5360974.0,1.0,-113608199.27624144
5372966.0,1.0,1814773737.4692972
5372966.0,2.0,1814773307.4108748
5373377.0,1.0,153629826.06478718
5373377.0,2.0,-111887444.49152178
5385150.0,2.0,-499928877.89093035
5385151.0,1.0,-426566095.47776365
5385151.0,2.0,-421510881.52710843
5387183.0,3.0,-544945273.2014542
5387183.0,4.0,-468244104.5240261
5387183.0,5.0,-362554963.1862838
5392413.0,2.0,-282813560.6654657
5392413.0,3.0,-394160921.05687845
5392413.0,4.0,-316626324.25255656
5426665.0,2.0,403188798.7460049
5426665.0,3.0,-532761295.03775305
5426665.0,4.0,-546841564.0150185
5426665.0,5.0,-585709361.0135857
5437243.0,1.0,-473734375.7431374
5437348.0,1.0,-32786152.020426612
5437459.0,1.0,-485820030.68794376
5446068.0,1.0,1814773281.033753
5446068.0,2.0,1207040089.5848646
5446068.0,3.0,1196823810.1589787
5446068.0,4.0,-316287677.0187441
5456979.0,1.0,-68710266.00689878
5457326.0,1.0,373687831.7662264
5458428.0,1.0,-362779638.5107073
5263802.0,1.0,1814773739.4099317
5264304.0,1.0,1814773738.931621
5264304.0,2.0,1814773737.2063146
5264764.0,1.0,-254899425.5086373
5273473.0,1.0,93508540.15489882
5273473.0,2.0,291957038.01190203
5273713.0,1.0,130969977.17694314
5276332.0,1.0,-450972886.95656794
5288937.0,1.0,-233016775.0837262
5288937.0,2.0,-340293416.83994246
5299904.0,2.0,279636219.9385207
5300451.0,1.0,442731440.74959266
5300451.0,2.0,-195114422.91069406
5304893.0,1.0,-367713926.46933186
5305072.0,1.0,-475483593.1119649
5305128.0,1.0,-396535334.1127644
5305128.0,2.0,-409877153.2321099
5308780.0,2.0,-376148279.7659722
5308851.0,1.0,-329160194.4700134
5309078.0,1.0,103430675.5178324
5351250.0,1.0,1814773526.9465694
5351250.0,2.0,1130463386.5988717
5351250.0,3.0,-38947456.026434004
5360974.0,2.0,-337505114.8961404
5361145.0,1.0,-348612132.46269035
5364071.0,1.0,1814773588.989459
5364071.0,2.0,1814773355.3320847
5374279.0,1.0,-583241227.4724332
5374279.0,2.0,-128900965.60333599
5374279.0,3.0,-528399895.6505511
5385269.0,1.0,-366289015.68873227
5385269.0,2.0,-454526401.28477365
5385304.0,1.0,131215778.98125671
5385410.0,1.0,-20158808.338962838
5387211.0,1.0,-305055364.2920361
5387211.0,2.0,-384060619.0671291
5387211.0,3.0,-488606410.95186985
5387211.0,4.0,-394551510.5053321
5392413.0,5.0,-391875333.8122207
5392451.0,1.0,-493133317.8616406
5392514.0,1.0,-439803380.95850056
5392702.0,1.0,-319585019.32865876
5427445.0,1.0,351611880.0450879
5427596.0,1.0,653639102.2537996
5427641.0,1.0,-386220419.6574485
5427641.0,2.0,-303036962.9386771
5437459.0,2.0,-503011338.24695385
5437762.0,1.0,-99123125.43236737
5437849.0,1.0,-419517088.10137534
5437849.0,2.0,-459758965.9754103
5446068.0,5.0,-120432584.70855701
5446082.0,1.0,-465568679.387744
5458428.0,2.0,-146590653.45947886
5458428.0,3.0,-546793209.9843016
5458428.0,4.0,-426757170.74013215
5264764.0,2.0,-501634154.3001957
5264764.0,3.0,-382500286.5534073
5264888.0,1.0,-326611451.8021294
5280587.0,1.0,-28761493.81043978
5280983.0,1.0,-197860040.8343159
5281113.0,1.0,-74832239.2575313
5288937.0,4.0,15629719.061945725
5288937.0,6.0,-469245878.17633265
5289854.0,1.0,97469025.29184641
5300719.0,1.0,974421129.5609571
5300878.0,1.0,-585709299.2723861
5301075.0,1.0,777089839.4477385
5301091.0,1.0,-398894712.53026277
5305128.0,3.0,-91020328.37351851
5305225.0,1.0,-523141191.3457017
5305237.0,1.0,-220559890.26644933
5309078.0,2.0,-76034089.7847932
5309078.0,3.0,-496764207.0479554
5309078.0,4.0,-337064922.1029247
5309078.0,5.0,-251120348.57319683
5351250.0,4.0,498768179.37254894
5351250.0,5.0,-231973155.99452525
5351324.0,1.0,-486386555.643093
5351540.0,1.0,-496273753.54431224
5364071.0,3.0,1115580504.2055094
5364071.0,4.0,413108566.1616394
5364579.0,1.0,261386814.2705309
5374279.0,4.0,-318743862.088421
5374403.0,1.0,-152835154.6837031
5374537.0,1.0,-356470988.59619826
5374537.0,2.0,-408717492.0136184
5385410.0,2.0,-410302795.6364808
5385410.0,3.0,-427982304.08986986
5385439.0,1.0,-435849123.85245746
5387719.0,1.0,-527962277.34869504
5387843.0,1.0,1814773262.9511983
5388155.0,1.0,-561107647.3343806
5388229.0,1.0,355935761.99136
5392723.0,1.0,-419539051.2555152
5392723.0,2.0,-585709950.253212
5392723.0,3.0,-533703176.97357774
5427752.0,1.0,-445154095.0071749
5427752.0,2.0,-497294656.93401366
5428088.0,1.0,-556574838.9066834
5437945.0,1.0,660946407.674131
5437945.0,2.0,469966869.55320585
5438099.0,1.0,806647030.3543202
5446285.0,2.0,1435308801.6861324
5446285.0,3.0,669054655.6756651
5446372.0,1.0,1528647521.3853028
5458428.0,5.0,-453247823.5432493
5458428.0,6.0,-499810640.527717
5458428.0,7.0,-425209666.0580548
5265212.0,1.0,-537610714.4312004
5265699.0,1.0,548600232.0366039
5265699.0,2.0,-467844902.35826397
5265699.0,3.0,-474657063.2975573
5281281.0,1.0,-123865178.31017087
5281281.0,2.0,-496027678.55765563
5281619.0,1.0,-392917736.8607828
5281619.0,2.0,-585709310.9002951
5289854.0,2.0,-140916472.25321594
5289857.0,1.0,-189262663.44954368
5290153.0,1.0,776485683.915229
5290153.0,2.0,-585709299.9457659
5301093.0,1.0,-490693880.6150542
5301101.0,1.0,-337085375.97048247
5301101.0,2.0,334384302.6175739
5305237.0,3.0,-476815924.14328825
5305240.0,1.0,1814773124.9329062
5305399.0,1.0,-446457627.5837652
5309353.0,1.0,1814773256.5854602
5309353.0,2.0,271283126.6702652
5309547.0,1.0,-585709871.3422186
5309547.0,2.0,-585709411.0343336
5352027.0,1.0,-240980978.27571014
5352640.0,1.0,520191501.28758407
5353738.0,1.0,-477653025.42816484
5364579.0,2.0,-486227908.15254354
5369827.0,1.0,1814773330.5753477
5370023.0,1.0,-431995606.38358736
5370023.0,2.0,-583242038.9380482
5374838.0,1.0,20122985.658921495
5374854.0,1.0,966826.4745159468
5374854.0,2.0,438146850.6413934
5385439.0,2.0,-464250898.1938505
5385469.0,1.0,-412071978.6183416
5385471.0,1.0,-351712840.8142442
5388690.0,1.0,-456695702.43762594
5388891.0,1.0,-585709611.0931181
5389030.0,1.0,437161826.4141782
5392871.0,1.0,-331455269.85436046
5392871.0,2.0,-80671341.03305912
5392897.0,1.0,1814773738.9912882
5393290.0,1.0,-463133965.2038888
5428088.0,2.0,-353255412.3489978
5428088.0,3.0,-415791846.4973732
5428088.0,4.0,-426074779.6416563
5428088.0,5.0,-386055016.74745196
5438099.0,2.0,116250390.52706364
5438099.0,3.0,540497040.3816212
5438099.0,4.0,-186882904.74210674
5438757.0,1.0,85080538.64849246
5446372.0,2.0,1286856366.70947
5446821.0,1.0,-33996348.13169265
5449303.0,1.0,542357087.855491
5458428.0,8.0,-386133480.7798677
5458428.0,9.0,-585709835.3650656
5458779.0,1.0,-496330653.5272965
5458795.0,1.0,-468163542.34965295
5265699.0,4.0,-431082997.1537401
5265699.0,5.0,-314817949.9699679
5265699.0,6.0,-525312928.5476139
5281619.0,3.0,-510124353.8250803
5281619.0,4.0,-387467497.7818827
5281818.0,1.0,-75014198.04776008
5282049.0,1.0,1814773737.1780076
5290466.0,1.0,-269320322.5135547
5294064.0,1.0,-178314505.9547154
5294571.0,1.0,-479413057.17161024
5301101.0,3.0,345493359.9474
5301474.0,1.0,-85664956.53342089
5301474.0,2.0,-572588745.1405815
5301474.0,3.0,-522708390.41601753
5305404.0,1.0,-181429578.55143794
5305404.0,2.0,-416601798.20003533
5305451.0,1.0,-440431420.61135703
5309796.0,1.0,-522870199.8003026
5309849.0,1.0,813131924.0607146
5310172.0,1.0,245947579.76220244
5353938.0,1.0,-99023813.47914901
5354183.0,1.0,-475252654.10958797
5354490.0,1.0,-457164342.44621366
5355850.0,1.0,-319203637.92121774
5370302.0,1.0,1814773737.4738047
5370302.0,2.0,1295586907.0944397
5370431.0,1.0,-325198375.6631583
5375003.0,1.0,-305975066.5229939
5375194.0,1.0,1269084925.1771998
5376067.0,1.0,1814773482.644027
5376150.0,1.0,-386176045.04963434
5385471.0,2.0,-410701329.266754
5385491.0,1.0,-453535996.76641923
5385491.0,2.0,-456853437.2358013
5385509.0,1.0,-466749399.51663756
5389030.0,2.0,737027585.4833723
5389110.0,1.0,-557333761.0811797
5389184.0,1.0,244041678.77930352
5389234.0,1.0,-210107584.21384805
5393558.0,1.0,1814773739.0130637
5393558.0,2.0,-585709298.7145814
5393589.0,1.0,1129918154.337403
5428088.0,6.0,-376391883.13154674
5428088.0,7.0,-364783613.2693182
